0.596256,-0.7824733,2
0.9022138,0.23092127,3
-0.42075765,-0.8446702,1
0.26332664,-0.94251144,4
-0.8222984,-0.2885139,1
-0.83265126,0.44524717,2
-0.23757017,-0.31244266,1
-0.751675,0.5066235,2
0.83627784,0.90544474,3
-0.7385106,-0.9472481,3
0.33104205,0.47840786,1
0.24812591,-0.6759503,2
0.62970865,0.6008549,1
-0.048145413,-0.3180455,3
-0.6760242,0.7755408,3
-0.06001687,0.43397725,4
-0.3411169,-0.73663104,2
-0.9471779,-0.66867363,3
0.6892606,0.87201977,3
0.0386734,-0.52189696,4
-0.05897367,0.52052975,3
-0.19986081,0.5894716,3
-0.07017946,-0.24064219,3
0.6272968,0.055532932,3
-0.632992,0.4272771,2
-0.5447781,0.08639407,4
0.9369215,0.6317837,3
0.6686349,0.46689284,1
0.84880936,-0.60100853,2
0.6776912,-0.07237494,4
0.17298472,-0.2911694,2
0.57994413,-0.2104032,2
0.51511717,-0.32531822,2
0.15936995,0.96649337,3
0.64865446,-0.28750873,2
0.49038112,0.37100136,1
0.12747061,0.44832027,1
-0.96945596,-0.31415772,1
0.98470426,0.5168227,3
-0.40090644,0.898443,4
0.7663381,0.39421427,1
-0.3706299,0.1890086,2
0.25757718,-0.017977476,4
0.91333246,-0.910079,4
0.27595437,-0.7873026,2
-0.632112,-0.6591034,1
-0.7019479,-0.20835555,1
-0.4302268,-0.25354493,1
-0.041298628,0.035310984,4
0.63317645,0.45349514,1
-0.35426474,0.23075521,2
-0.07144201,0.41690755,4
0.5742713,-0.9459586,4
-0.07023299,-0.92379844,3
0.45777655,0.2744813,1
0.67840314,-0.75166667,2
-0.17420077,-0.4229362,1
-0.20048928,-0.57016754,1
-0.6715841,-0.89947057,3
0.30244172,-0.27032065,2
-0.79538965,0.8638396,4
-0.5523304,-0.18578541,1
-0.8033334,0.19590998,4
-0.5717008,0.98392546,4
-0.6828227,-0.44470072,1
0.4590814,-0.07723081,4
0.30264473,-0.40276992,2
-0.17777073,0.023522496,4
-0.36766303,-0.70976055,1
0.505829,0.41351342,3
-0.5012404,-0.514436,1
0.0859648,-0.043752193,4
0.9637687,0.18694699,4
0.5279168,-0.6855775,2
-0.8698194,-0.648949,1
-0.5237336,-0.4866327,1
0.9421915,0.2694602,3
-0.4889574,0.8821089,2
0.16970062,-0.7509899,4
-0.30902016,0.46925616,2
0.23368514,-0.36923897,2
-0.30937552,0.38629365,2
-0.67468095,-0.71149933,2
-0.048257828,0.53139544,4
0.32500124,-0.8494108,2
-0.22117484,0.95855486,2
-0.565431,0.42590094,2
-0.7376981,0.101931095,4
0.3236767,0.92345583,4
0.64139163,0.12236297,3
0.6178192,-0.11978471,2
-0.66724896,-0.053257346,3
