-0.6076684,-0.20543098,1
0.93237114,0.3287009,3
0.9996911,-0.73954237,4
-0.42412567,0.64916444,2
-0.7110237,-0.7252668,1
0.818735,0.10460043,3
0.5217514,0.98877764,3
-0.25423086,0.33444774,2
0.796836,-0.77039695,4
0.9742645,-0.43867505,4
-0.95844746,-0.5778259,3
-0.9100925,-0.39111555,3
0.73841894,0.04399264,3
0.23254645,-0.16778612,4
0.65062416,-0.046911716,4
-0.37601626,-0.88260496,3
0.74554217,-0.04235828,4
-0.94129944,-0.73370767,3
0.017992973,0.96162605,3
-0.5949061,-0.09126723,3
-0.98286366,0.5452461,3
-0.52421117,-0.41328263,1
0.6472491,0.9469615,1
0.98845124,0.5001911,2
-0.16110563,-0.96284795,3
0.3020947,0.4134593,1
0.6000755,0.3498963,1
0.008232236,-0.1259166,4
-0.08488381,0.81304705,4
0.8926916,0.8267957,3
0.15163302,-0.8618301,4
0.15507817,0.20464015,3
-0.2161926,-0.54237247,1
-0.24745011,-0.4045434,1
0.09514928,-0.3109944,4
0.2778504,0.71748364,1
0.36929202,-0.8636408,3
0.62475836,0.45302773,1
-0.7724925,-0.7212329,1
0.8548175,0.49985754,1
-0.9276968,0.731089,4
-0.04373443,-0.6215168,3
0.92459035,-0.42250764,4
0.65953195,-0.69169843,3
0.7057171,-0.8305931,1
0.004873395,-0.77851534,4
-0.3454169,-0.0535388,3
0.08923006,-0.53851926,2
0.054800868,0.68829834,1
-0.72495556,-0.78964937,1
0.77939594,-0.9501555,4
-0.6713327,0.7593905,2
0.87404764,-0.60823345,2
0.45641184,0.890362,1
-0.9411849,-0.68312824,3
-0.7101196,0.036177874,4
0.7283722,0.39374542,1
-0.41229022,-0.13765812,1
0.89895034,-0.8711529,4
-0.9015547,-0.56766784,3
0.24464953,0.08176553,3
0.7801683,0.32620502,1
0.57599485,0.25573254,1
-0.21062315,0.763016,2
-0.93972445,0.5934733,3
0.50824773,0.8814455,1
-0.58172965,-0.97009313,3
-0.16910326,-0.5371785,1
-0.96136224,-0.53275144,3
0.2119143,-0.70370793,2
-0.75602055,-0.9798963,3
0.11187112,0.50325334,1
0.16708112,0.60980153,1
-0.24651551,-0.97047186,3
-0.77095425,0.5564165,2
0.108801484,0.40775585,3
-0.038835526,-0.7822256,3
-0.8666004,-0.8262621,3
0.81886995,0.35765493,1
-0.90917337,0.030115962,4
-0.8303015,-0.90298796,3
-0.20688713,0.18600833,4
0.29978597,0.7252228,1
0.426273,0.11559069,1
-0.89173424,-0.05769396,3
-0.18039334,0.281878,2
-0.7895454,0.2930827,2
-0.6781286,-0.16987729,1
-0.95537865,0.5720595,4
-0.58512056,-0.30940616,1
0.900385,-0.83874154,4
0.6558312,-0.5784762,2
-0.28241932,-0.143543,1
0.10507417,0.10449934,3
-0.76777506,0.390723,2
-0.041454315,-0.032479644,4
-0.70830095,0.13436878,4
-0.66225374,0.6026449,2
0.676419,-0.69959795,2
-0.9502219,-0.2309277,3
0.83325505,0.283355,1
-0.6479013,-0.9115231,3
-0.13871872,-0.21757603,3
0.35875726,0.36339152,1
-0.26124966,-0.7112193,4
-0.4941628,-0.14627445,1
-0.98151314,0.93962777,1
0.53368735,-0.6403979,2
-0.54465795,0.15218675,2
0.60363054,-0.7346194,2
